Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Dec 7 2007,7:00p,Chicago Bulls,98,Detroit Pistons,91,Box Score,,22076,
Fri Dec 7 2007,10:30p,Miami Heat,113,Golden State Warriors,120,Box Score,,19596,
Fri Dec 7 2007,7:30p,Houston Rockets,96,New Jersey Nets,89,Box Score,,15421,
Fri Dec 7 2007,8:00p,Memphis Grizzlies,116,New Orleans Hornets,118,Box Score,OT,10386,
Fri Dec 7 2007,7:00p,Indiana Pacers,115,Orlando Magic,109,Box Score,,17519,
Fri Dec 7 2007,7:00p,New York Knicks,90,Philadelphia 76ers,101,Box Score,,11975,
Fri Dec 7 2007,10:00p,Los Angeles Clippers,97,Sacramento Kings,87,Box Score,,13094,
Fri Dec 7 2007,9:30p,Utah Jazz,98,San Antonio Spurs,104,Box Score,,18797,
Fri Dec 7 2007,10:30p,Milwaukee Bucks,98,Seattle SuperSonics,104,Box Score,,13142,
Fri Dec 7 2007,7:00p,Phoenix Suns,122,Washington Wizards,107,Box Score,,20173,
Sat Dec 8 2007,7:00p,Memphis Grizzlies,78,Atlanta Hawks,86,Box Score,,15658,
Sat Dec 8 2007,7:00p,Cleveland Cavaliers,93,Charlotte Bobcats,96,Box Score,,17624,
Sat Dec 8 2007,8:30p,Boston Celtics,92,Chicago Bulls,81,Box Score,,22778,
Sat Dec 8 2007,8:30p,Utah Jazz,117,Dallas Mavericks,125,Box Score,,20300,
Sat Dec 8 2007,9:00p,Sacramento Kings,97,Denver Nuggets,101,Box Score,,15493,
Sat Dec 8 2007,8:00p,Phoenix Suns,93,Minnesota Timberwolves,100,Box Score,,19356,
Sat Dec 8 2007,7:30p,Philadelphia 76ers,105,New York Knicks,77,Box Score,,18899,
Sun Dec 9 2007,6:00p,Charlotte Bobcats,85,Detroit Pistons,104,Box Score,,22076,
Sun Dec 9 2007,3:30p,Miami Heat,100,Los Angeles Clippers,94,Box Score,,16335,
Sun Dec 9 2007,9:30p,Golden State Warriors,113,Los Angeles Lakers,123,Box Score,,18997,
Sun Dec 9 2007,7:00p,Seattle SuperSonics,88,New Orleans Hornets,91,Box Score,,10773,
Sun Dec 9 2007,6:00p,Milwaukee Bucks,113,Portland Trail Blazers,117,Box Score,OT,18317,
Sun Dec 9 2007,12:30p,Houston Rockets,80,Toronto Raptors,93,Box Score,,19800,
Sun Dec 9 2007,7:00p,New Jersey Nets,89,Washington Wizards,104,Box Score,,13712,
Mon Dec 10 2007,7:30p,Dallas Mavericks,99,New York Knicks,89,Box Score,,19763,
Mon Dec 10 2007,7:00p,Atlanta Hawks,98,Orlando Magic,87,Box Score,,16821,
Mon Dec 10 2007,7:00p,Houston Rockets,88,Philadelphia 76ers,100,Box Score,,12551,
Mon Dec 10 2007,9:00p,Miami Heat,117,Phoenix Suns,113,Box Score,,18422,
Mon Dec 10 2007,10:00p,Milwaukee Bucks,93,Sacramento Kings,96,Box Score,,12449,
Tue Dec 11 2007,7:00p,Toronto Raptors,100,Atlanta Hawks,88,Box Score,,13173,
Tue Dec 11 2007,8:30p,Seattle SuperSonics,96,Chicago Bulls,123,Box Score,,21772,
Tue Dec 11 2007,7:00p,Indiana Pacers,105,Cleveland Cavaliers,118,Box Score,,20010,
Tue Dec 11 2007,10:30p,San Antonio Spurs,84,Golden State Warriors,96,Box Score,,19827,
Tue Dec 11 2007,8:00p,Detroit Pistons,113,Memphis Grizzlies,103,Box Score,,11962,
Tue Dec 11 2007,7:30p,Los Angeles Clippers,91,New Jersey Nets,82,Box Score,,13433,
Tue Dec 11 2007,9:00p,Portland Trail Blazers,97,Utah Jazz,89,Box Score,,19911,
Tue Dec 11 2007,7:00p,Minnesota Timberwolves,88,Washington Wizards,102,Box Score,,12177,
Wed Dec 12 2007,7:30p,Sacramento Kings,78,Boston Celtics,90,Box Score,,18624,
Wed Dec 12 2007,7:00p,Los Angeles Clippers,103,Charlotte Bobcats,108,Box Score,,10751,
Wed Dec 12 2007,9:00p,New Orleans Hornets,99,Denver Nuggets,105,Box Score,,13337,
Wed Dec 12 2007,8:00p,Detroit Pistons,77,Houston Rockets,80,Box Score,,17453,
Wed Dec 12 2007,7:00p,Chicago Bulls,102,Indiana Pacers,117,Box Score,,10381,
Wed Dec 12 2007,8:00p,Orlando Magic,86,Milwaukee Bucks,100,Box Score,,14617,
Wed Dec 12 2007,7:30p,Seattle SuperSonics,117,New York Knicks,110,Box Score,,17637,
Wed Dec 12 2007,7:00p,Minnesota Timberwolves,94,Philadelphia 76ers,98,Box Score,,10971,
Wed Dec 12 2007,10:30p,Utah Jazz,98,Phoenix Suns,103,Box Score,,18422,
Wed Dec 12 2007,10:00p,Golden State Warriors,95,Portland Trail Blazers,105,Box Score,,15943,
Wed Dec 12 2007,7:00p,Dallas Mavericks,76,Toronto Raptors,92,Box Score,,19800,
Thu Dec 13 2007,10:30p,San Antonio Spurs,97,Los Angeles Lakers,102,Box Score,,18997,
Thu Dec 13 2007,8:00p,Washington Wizards,104,Miami Heat,91,Box Score,,19600,
Fri Dec 14 2007,7:30p,Milwaukee Bucks,82,Boston Celtics,104,Box Score,,18624,
Fri Dec 14 2007,8:00p,Orlando Magic,103,Charlotte Bobcats,87,Box Score,,19109,
Fri Dec 14 2007,8:30p,New York Knicks,96,Chicago Bulls,101,Box Score,,21751,
Fri Dec 14 2007,8:30p,New Orleans Hornets,80,Dallas Mavericks,89,Box Score,,20071,
Fri Dec 14 2007,8:00p,Atlanta Hawks,81,Detroit Pistons,91,Box Score,,22076,
Fri Dec 14 2007,10:30p,Los Angeles Lakers,106,Golden State Warriors,108,Box Score,,20705,
Fri Dec 14 2007,7:00p,Toronto Raptors,104,Indiana Pacers,93,Box Score,,10437,
Fri Dec 14 2007,8:00p,Los Angeles Clippers,98,Memphis Grizzlies,91,Box Score,,10819,
Fri Dec 14 2007,8:00p,Seattle SuperSonics,99,Minnesota Timberwolves,88,Box Score,,16523,
Fri Dec 14 2007,8:00p,Cleveland Cavaliers,97,New Jersey Nets,105,Box Score,,15242,
Fri Dec 14 2007,7:00p,Sacramento Kings,109,Philadelphia 76ers,99,Box Score,,10856,
Fri Dec 14 2007,10:00p,Utah Jazz,91,Portland Trail Blazers,99,Box Score,,19980,
Sat Dec 15 2007,7:00p,Charlotte Bobcats,84,Atlanta Hawks,93,Box Score,,14040,
Sat Dec 15 2007,7:30p,Philadelphia 76ers,92,Cleveland Cavaliers,86,Box Score,,20562,
Sat Dec 15 2007,8:30p,Dallas Mavericks,96,Houston Rockets,83,Box Score,,18307,
Sat Dec 15 2007,7:30p,Indiana Pacers,106,Miami Heat,103,Box Score,,19600,
Sat Dec 15 2007,8:30p,Minnesota Timberwolves,92,Milwaukee Bucks,95,Box Score,,15512,
Sat Dec 15 2007,8:00p,Phoenix Suns,98,New Orleans Hornets,101,Box Score,,13705,
Sat Dec 15 2007,7:30p,New Jersey Nets,86,New York Knicks,94,Box Score,,18225,
Sat Dec 15 2007,7:00p,Memphis Grizzlies,123,Orlando Magic,119,Box Score,,17519,
Sat Dec 15 2007,8:30p,Denver Nuggets,91,San Antonio Spurs,102,Box Score,,18797,
Sat Dec 15 2007,9:00p,Seattle SuperSonics,75,Utah Jazz,96,Box Score,,19911,
Sat Dec 15 2007,7:00p,Sacramento Kings,79,Washington Wizards,92,Box Score,,20173,
Sun Dec 16 2007,8:00p,Portland Trail Blazers,116,Denver Nuggets,105,Box Score,,13678,
Sun Dec 16 2007,12:30p,Golden State Warriors,87,Detroit Pistons,109,Box Score,,22076,
Sun Dec 16 2007,9:30p,Los Angeles Clippers,92,Los Angeles Lakers,113,Box Score,,18997,
Sun Dec 16 2007,1:00p,Boston Celtics,90,Toronto Raptors,77,Box Score,,19800,
Mon Dec 17 2007,7:00p,Utah Jazz,111,Atlanta Hawks,116,Box Score,,15263,
Mon Dec 17 2007,7:00p,Milwaukee Bucks,99,Cleveland Cavaliers,104,Box Score,2OT,20562,
Mon Dec 17 2007,8:30p,Orlando Magic,108,Dallas Mavericks,111,Box Score,,20114,
Mon Dec 17 2007,8:00p,Golden State Warriors,125,Memphis Grizzlies,117,Box Score,,10549,
Mon Dec 17 2007,7:30p,Minnesota Timberwolves,87,Miami Heat,91,Box Score,,19600,
Mon Dec 17 2007,7:30p,Indiana Pacers,119,New York Knicks,92,Box Score,,17932,
Mon Dec 17 2007,10:00p,New Orleans Hornets,76,Portland Trail Blazers,88,Box Score,,15183,
Mon Dec 17 2007,8:30p,Phoenix Suns,100,San Antonio Spurs,95,Box Score,,18797,
Tue Dec 18 2007,8:30p,Los Angeles Lakers,103,Chicago Bulls,91,Box Score,,22310,
Tue Dec 18 2007,10:30p,Toronto Raptors,80,Los Angeles Clippers,77,Box Score,,14455,
Tue Dec 18 2007,7:30p,Sacramento Kings,106,New Jersey Nets,101,Box Score,,11902,
Wed Dec 19 2007,7:00p,Miami Heat,111,Atlanta Hawks,114,Box Score,OT,17069,Game protested and completed on 2008-03-08
Wed Dec 19 2007,7:00p,Detroit Pistons,87,Boston Celtics,85,Box Score,,18624,
Wed Dec 19 2007,7:00p,Utah Jazz,92,Charlotte Bobcats,98,Box Score,,13014,
Wed Dec 19 2007,9:30p,Phoenix Suns,105,Dallas Mavericks,108,Box Score,,20316,
Wed Dec 19 2007,8:30p,Orlando Magic,97,Houston Rockets,92,Box Score,,18270,
Wed Dec 19 2007,7:00p,Philadelphia 76ers,85,Indiana Pacers,102,Box Score,,10265,
Wed Dec 19 2007,8:00p,San Antonio Spurs,85,Memphis Grizzlies,88,Box Score,,13260,
Wed Dec 19 2007,8:00p,Sacramento Kings,102,Milwaukee Bucks,89,Box Score,,13746,
Wed Dec 19 2007,8:00p,Golden State Warriors,111,Minnesota Timberwolves,98,Box Score,,13001,
Wed Dec 19 2007,7:30p,Cleveland Cavaliers,90,New York Knicks,108,Box Score,,18704,
Wed Dec 19 2007,10:00p,Toronto Raptors,96,Portland Trail Blazers,101,Box Score,,16066,
Wed Dec 19 2007,10:00p,New Orleans Hornets,107,Seattle SuperSonics,93,Box Score,,11968,
Wed Dec 19 2007,7:00p,Chicago Bulls,95,Washington Wizards,84,Box Score,,14792,
Thu Dec 20 2007,8:00p,Los Angeles Lakers,90,Cleveland Cavaliers,94,Box Score,,20562,
Thu Dec 20 2007,10:30p,Houston Rockets,111,Denver Nuggets,112,Box Score,2OT,16157,
Thu Dec 20 2007,7:30p,New Jersey Nets,107,Miami Heat,103,Box Score,OT,19600,
Fri Dec 21 2007,7:00p,Chicago Bulls,82,Boston Celtics,107,Box Score,,18624,
Fri Dec 21 2007,7:00p,New York Knicks,95,Charlotte Bobcats,105,Box Score,,15130,
Fri Dec 21 2007,9:30p,Los Angeles Clippers,89,Dallas Mavericks,102,Box Score,,20246,
Fri Dec 21 2007,8:00p,Memphis Grizzlies,67,Detroit Pistons,94,Box Score,,22076,
Fri Dec 21 2007,8:00p,Indiana Pacers,118,Minnesota Timberwolves,131,Box Score,,15379,
Fri Dec 21 2007,7:00p,Utah Jazz,113,Orlando Magic,94,Box Score,,17519,
Fri Dec 21 2007,7:00p,Los Angeles Lakers,106,Philadelphia 76ers,101,Box Score,,17903,
Fri Dec 21 2007,10:00p,Denver Nuggets,96,Portland Trail Blazers,99,Box Score,,20644,
Fri Dec 21 2007,10:30p,Toronto Raptors,115,Seattle SuperSonics,123,Box Score,,13661,
Fri Dec 21 2007,7:00p,Atlanta Hawks,97,Washington Wizards,92,Box Score,,16472,
Sat Dec 22 2007,8:30p,Houston Rockets,116,Chicago Bulls,98,Box Score,,22434,
Sat Dec 22 2007,7:00p,Washington Wizards,85,Indiana Pacers,93,Box Score,,11583,
Sat Dec 22 2007,8:00p,Philadelphia 76ers,99,Memphis Grizzlies,97,Box Score,,11541,
Sat Dec 22 2007,7:30p,Utah Jazz,102,Miami Heat,104,Box Score,,19600,
Sat Dec 22 2007,8:30p,Charlotte Bobcats,99,Milwaukee Bucks,103,Box Score,,15796,
Sat Dec 22 2007,7:30p,Golden State Warriors,95,New Jersey Nets,100,Box Score,,15032,
Sat Dec 22 2007,8:00p,Minnesota Timberwolves,76,New Orleans Hornets,110,Box Score,,11257,
Sat Dec 22 2007,9:00p,Toronto Raptors,103,Phoenix Suns,122,Box Score,,18422,
Sat Dec 22 2007,8:30p,Los Angeles Clippers,90,San Antonio Spurs,99,Box Score,,18797,
Sun Dec 23 2007,6:30p,Orlando Magic,91,Boston Celtics,103,Box Score,,18624,
Sun Dec 23 2007,6:00p,Golden State Warriors,105,Cleveland Cavaliers,96,Box Score,,20562,
Sun Dec 23 2007,6:00p,Houston Rockets,82,Detroit Pistons,94,Box Score,,22076,
Sun Dec 23 2007,12:00p,Los Angeles Lakers,95,New York Knicks,90,Box Score,,19763,
Sun Dec 23 2007,9:00p,Denver Nuggets,106,Sacramento Kings,105,Box Score,,15055,
Tue Dec 25 2007,2:30p,Miami Heat,82,Cleveland Cavaliers,96,Box Score,,20562,
Tue Dec 25 2007,5:00p,Phoenix Suns,115,Los Angeles Lakers,122,Box Score,,18997,
Tue Dec 25 2007,8:00p,Seattle SuperSonics,79,Portland Trail Blazers,89,Box Score,,20527,
Wed Dec 26 2007,7:00p,Indiana Pacers,95,Atlanta Hawks,107,Box Score,,16070,
Wed Dec 26 2007,7:00p,Washington Wizards,108,Charlotte Bobcats,104,Box Score,,14705,
Wed Dec 26 2007,9:00p,Milwaukee Bucks,105,Denver Nuggets,125,Box Score,,18701,
Wed Dec 26 2007,10:30p,Minnesota Timberwolves,101,Golden State Warriors,105,Box Score,,19596,
Wed Dec 26 2007,8:00p,New Orleans Hornets,116,Memphis Grizzlies,98,Box Score,,11189,
Wed Dec 26 2007,7:30p,Detroit Pistons,101,New Jersey Nets,83,Box Score,,18055,
Wed Dec 26 2007,7:00p,New York Knicks,96,Orlando Magic,110,Box Score,,17519,
Wed Dec 26 2007,6:00p,Miami Heat,85,Philadelphia 76ers,96,Box Score,,18431,
Wed Dec 26 2007,10:00p,Boston Celtics,89,Sacramento Kings,69,Box Score,,17317,
Wed Dec 26 2007,8:30p,Chicago Bulls,79,San Antonio Spurs,94,Box Score,,18797,
Wed Dec 26 2007,9:00p,Dallas Mavericks,90,Utah Jazz,99,Box Score,,19911,
Thu Dec 27 2007,8:00p,Cleveland Cavaliers,88,Dallas Mavericks,81,Box Score,,20462,
Thu Dec 27 2007,10:30p,Phoenix Suns,108,Los Angeles Clippers,88,Box Score,,17871,
Thu Dec 27 2007,10:30p,Boston Celtics,104,Seattle SuperSonics,96,Box Score,,17072,
Fri Dec 28 2007,7:00p,New Orleans Hornets,99,Charlotte Bobcats,85,Box Score,,18237,
Fri Dec 28 2007,8:30p,Milwaukee Bucks,99,Chicago Bulls,103,Box Score,,22189,
Fri Dec 28 2007,8:00p,Indiana Pacers,101,Detroit Pistons,114,Box Score,,22076,
Fri Dec 28 2007,10:30p,Denver Nuggets,124,Golden State Warriors,120,Box Score,,20001,
Fri Dec 28 2007,10:30p,Utah Jazz,109,Los Angeles Lakers,123,Box Score,,18997,
Fri Dec 28 2007,8:00p,Houston Rockets,103,Memphis Grizzlies,83,Box Score,,15660,
Fri Dec 28 2007,7:30p,Orlando Magic,121,Miami Heat,114,Box Score,OT,19805,
Fri Dec 28 2007,7:30p,Washington Wizards,106,New Jersey Nets,109,Box Score,,17644,
Fri Dec 28 2007,9:00p,Los Angeles Clippers,88,Phoenix Suns,94,Box Score,,18422,
Fri Dec 28 2007,10:00p,Minnesota Timberwolves,98,Portland Trail Blazers,109,Box Score,,20491,
Fri Dec 28 2007,10:00p,Philadelphia 76ers,92,Sacramento Kings,80,Box Score,,13897,
Fri Dec 28 2007,8:30p,Toronto Raptors,83,San Antonio Spurs,73,Box Score,,18797,
Sat Dec 29 2007,1:00p,Atlanta Hawks,84,Dallas Mavericks,97,Box Score,,20338,
Sat Dec 29 2007,8:30p,Toronto Raptors,79,Houston Rockets,91,Box Score,,18103,
Sat Dec 29 2007,7:00p,Detroit Pistons,98,Indiana Pacers,92,Box Score,,14960,
Sat Dec 29 2007,8:30p,New Jersey Nets,97,Milwaukee Bucks,95,Box Score,,16562,
Sat Dec 29 2007,8:00p,Cleveland Cavaliers,76,New Orleans Hornets,86,Box Score,,17623,
Sat Dec 29 2007,7:00p,Charlotte Bobcats,95,Orlando Magic,104,Box Score,,17519,
Sat Dec 29 2007,10:00p,Minnesota Timberwolves,90,Seattle SuperSonics,109,Box Score,,14038,
Sat Dec 29 2007,9:00p,Boston Celtics,104,Utah Jazz,98,Box Score,,19911,
Sat Dec 29 2007,7:00p,Miami Heat,74,Washington Wizards,96,Box Score,,20173,
Sun Dec 30 2007,8:00p,Golden State Warriors,105,Denver Nuggets,95,Box Score,,19362,
Sun Dec 30 2007,10:00p,Boston Celtics,110,Los Angeles Lakers,91,Box Score,,18997,
Sun Dec 30 2007,12:00p,Chicago Bulls,100,New York Knicks,83,Box Score,,19763,
Sun Dec 30 2007,6:00p,Philadelphia 76ers,72,Portland Trail Blazers,97,Box Score,,20464,
Sun Dec 30 2007,9:00p,Phoenix Suns,117,Sacramento Kings,102,Box Score,,15962,
Sun Dec 30 2007,8:30p,Memphis Grizzlies,87,San Antonio Spurs,111,Box Score,,18797,
Mon Dec 31 2007,2:00p,Indiana Pacers,103,Charlotte Bobcats,107,Box Score,OT,12223,
Mon Dec 31 2007,2:00p,Orlando Magic,112,Chicago Bulls,110,Box Score,OT,22126,
Mon Dec 31 2007,3:30p,Milwaukee Bucks,69,Detroit Pistons,114,Box Score,,22076,
Mon Dec 31 2007,7:00p,Golden State Warriors,112,Houston Rockets,95,Box Score,,18153,
Mon Dec 31 2007,9:30p,Minnesota Timberwolves,82,Los Angeles Clippers,91,Box Score,,14404,
Mon Dec 31 2007,8:00p,Toronto Raptors,97,New Orleans Hornets,92,Box Score,,11444,
Mon Dec 31 2007,10:00p,Philadelphia 76ers,98,Seattle SuperSonics,90,Box Score,,10595,
Mon Dec 31 2007,8:00p,Portland Trail Blazers,101,Utah Jazz,111,Box Score,,19911,
Wed Jan 2 2008,7:30p,Houston Rockets,93,Boston Celtics,97,Box Score,,18624,
Wed Jan 2 2008,7:00p,Chicago Bulls,109,Charlotte Bobcats,97,Box Score,,11568,
Wed Jan 2 2008,7:00p,Atlanta Hawks,94,Cleveland Cavaliers,98,Box Score,,20562,
Wed Jan 2 2008,8:30p,Golden State Warriors,99,Dallas Mavericks,121,Box Score,,20172,
Wed Jan 2 2008,7:00p,Memphis Grizzlies,90,Indiana Pacers,72,Box Score,,10186,
Wed Jan 2 2008,10:30p,New Orleans Hornets,95,Los Angeles Clippers,81,Box Score,,14965,
Wed Jan 2 2008,7:30p,Milwaukee Bucks,103,Miami Heat,98,Box Score,,19600,
Wed Jan 2 2008,8:00p,Portland Trail Blazers,90,Minnesota Timberwolves,79,Box Score,,13339,
Wed Jan 2 2008,7:30p,Sacramento Kings,107,New York Knicks,97,Box Score,,19763,
Wed Jan 2 2008,7:00p,New Jersey Nets,96,Orlando Magic,95,Box Score,,17519,
Wed Jan 2 2008,9:00p,Philadelphia 76ers,107,Utah Jazz,110,Box Score,,19911,
Wed Jan 2 2008,7:00p,Detroit Pistons,106,Washington Wizards,93,Box Score,,15763,
Thu Jan 3 2008,8:00p,Portland Trail Blazers,115,Chicago Bulls,109,Box Score,2OT,21756,
Thu Jan 3 2008,9:00p,San Antonio Spurs,77,Denver Nuggets,80,Box Score,,19155,
Thu Jan 3 2008,10:30p,Seattle SuperSonics,96,Phoenix Suns,104,Box Score,,18422,
Fri Jan 4 2008,7:30p,Memphis Grizzlies,96,Boston Celtics,100,Box Score,,18624,
Fri Jan 4 2008,7:30p,Sacramento Kings,93,Cleveland Cavaliers,97,Box Score,,20562,
Fri Jan 4 2008,9:30p,Miami Heat,89,Dallas Mavericks,94,Box Score,,20357,
Fri Jan 4 2008,10:30p,New Orleans Hornets,116,Golden State Warriors,104,Box Score,,19596,
Fri Jan 4 2008,7:00p,Atlanta Hawks,91,Indiana Pacers,113,Box Score,,10797,
Fri Jan 4 2008,10:30p,Philadelphia 76ers,93,Los Angeles Lakers,124,Box Score,,18997,
Fri Jan 4 2008,8:30p,Washington Wizards,101,Milwaukee Bucks,77,Box Score,,16250,
Fri Jan 4 2008,8:00p,Denver Nuggets,118,Minnesota Timberwolves,107,Box Score,,13536,
Fri Jan 4 2008,7:30p,Charlotte Bobcats,96,New Jersey Nets,102,Box Score,,15276,
Fri Jan 4 2008,7:00p,Houston Rockets,96,Orlando Magic,94,Box Score,,17519,
Fri Jan 4 2008,8:30p,New York Knicks,93,San Antonio Spurs,97,Box Score,,18797,
Fri Jan 4 2008,7:00p,Detroit Pistons,101,Toronto Raptors,85,Box Score,,19800,
Sat Jan 5 2008,7:00p,New Jersey Nets,113,Atlanta Hawks,107,Box Score,,15766,
Sat Jan 5 2008,8:30p,Sacramento Kings,93,Chicago Bulls,94,Box Score,,21908,
Sat Jan 5 2008,7:30p,Boston Celtics,92,Detroit Pistons,85,Box Score,,22076,
Sat Jan 5 2008,8:30p,New York Knicks,91,Houston Rockets,103,Box Score,,16634,
Sat Jan 5 2008,9:00p,New Orleans Hornets,118,Phoenix Suns,113,Box Score,,18422,
Sat Jan 5 2008,10:00p,Utah Jazz,89,Portland Trail Blazers,103,Box Score,,20451,
Sun Jan 6 2008,6:00p,Milwaukee Bucks,93,Charlotte Bobcats,89,Box Score,,10884,
Sun Jan 6 2008,8:00p,Philadelphia 76ers,96,Denver Nuggets,109,Box Score,,17476,
Sun Jan 6 2008,3:30p,San Antonio Spurs,88,Los Angeles Clippers,82,Box Score,,16623,
Sun Jan 6 2008,9:30p,Indiana Pacers,96,Los Angeles Lakers,112,Box Score,,18997,
Sun Jan 6 2008,4:00p,Miami Heat,94,Memphis Grizzlies,101,Box Score,,14581,
Sun Jan 6 2008,3:30p,Dallas Mavericks,101,Minnesota Timberwolves,78,Box Score,,17644,
Sun Jan 6 2008,1:00p,Cleveland Cavaliers,93,Toronto Raptors,90,Box Score,,19800,
Sun Jan 6 2008,1:00p,Seattle SuperSonics,86,Washington Wizards,108,Box Score,,17816,
Mon Jan 7 2008,10:30p,San Antonio Spurs,121,Golden State Warriors,130,Box Score,OT,19107,
Mon Jan 7 2008,9:00p,Denver Nuggets,115,Phoenix Suns,137,Box Score,,18422,
Tue Jan 8 2008,7:00p,New Jersey Nets,99,Charlotte Bobcats,115,Box Score,,11913,
Tue Jan 8 2008,8:30p,New York Knicks,105,Chicago Bulls,100,Box Score,,21838,
Tue Jan 8 2008,7:00p,Seattle SuperSonics,79,Cleveland Cavaliers,95,Box Score,,20409,
Tue Jan 8 2008,8:00p,Los Angeles Lakers,117,Memphis Grizzlies,101,Box Score,,14981,
Tue Jan 8 2008,8:00p,Miami Heat,91,Minnesota Timberwolves,101,Box Score,,13111,
Tue Jan 8 2008,7:00p,Milwaukee Bucks,87,Philadelphia 76ers,83,Box Score,,10045,
Tue Jan 8 2008,10:00p,Orlando Magic,100,Sacramento Kings,104,Box Score,,12831,
Tue Jan 8 2008,9:00p,Indiana Pacers,89,Utah Jazz,111,Box Score,,19911,
Tue Jan 8 2008,7:00p,Houston Rockets,92,Washington Wizards,84,Box Score,,16824,
Wed Jan 9 2008,7:00p,Cleveland Cavaliers,81,Atlanta Hawks,90,Box Score,,16246,
Wed Jan 9 2008,7:30p,Charlotte Bobcats,95,Boston Celtics,83,Box Score,,18624,
Wed Jan 9 2008,9:00p,Detroit Pistons,86,Dallas Mavericks,102,Box Score,,20362,
Wed Jan 9 2008,10:30p,Orlando Magic,113,Los Angeles Clippers,106,Box Score,,15091,
Wed Jan 9 2008,8:00p,Miami Heat,92,Milwaukee Bucks,98,Box Score,,15834,
Wed Jan 9 2008,7:30p,Seattle SuperSonics,88,New Jersey Nets,99,Box Score,,14101,
Wed Jan 9 2008,8:00p,Los Angeles Lakers,109,New Orleans Hornets,80,Box Score,,15605,
Wed Jan 9 2008,7:30p,Houston Rockets,101,New York Knicks,92,Box Score,,19035,
Wed Jan 9 2008,9:00p,Indiana Pacers,122,Phoenix Suns,129,Box Score,OT,18422,
Wed Jan 9 2008,10:00p,Golden State Warriors,91,Portland Trail Blazers,109,Box Score,,20415,
Wed Jan 9 2008,7:00p,Philadelphia 76ers,96,Toronto Raptors,109,Box Score,,18067,
Thu Jan 10 2008,10:00p,Memphis Grizzlies,113,Sacramento Kings,116,Box Score,,12493,
Thu Jan 10 2008,8:00p,Detroit Pistons,90,San Antonio Spurs,80,Box Score,,18797,
Thu Jan 10 2008,10:30p,Phoenix Suns,86,Utah Jazz,108,Box Score,,19911,
Fri Jan 11 2008,7:30p,Washington Wizards,102,Atlanta Hawks,98,Box Score,OT,16064,
Fri Jan 11 2008,7:30p,Charlotte Bobcats,106,Cleveland Cavaliers,113,Box Score,2OT,20562,
Fri Jan 11 2008,9:00p,Orlando Magic,103,Denver Nuggets,113,Box Score,,16718,
Fri Jan 11 2008,10:30p,Memphis Grizzlies,104,Golden State Warriors,116,Box Score,,19224,
Fri Jan 11 2008,8:30p,Minnesota Timberwolves,82,Houston Rockets,113,Box Score,,16223,
Fri Jan 11 2008,10:30p,Milwaukee Bucks,105,Los Angeles Lakers,110,Box Score,,18997,
Fri Jan 11 2008,7:30p,Boston Celtics,86,New Jersey Nets,77,Box Score,,19990,
Fri Jan 11 2008,8:00p,Miami Heat,88,New Orleans Hornets,114,Box Score,,16133,
Fri Jan 11 2008,7:30p,Toronto Raptors,99,New York Knicks,90,Box Score,,17456,
Fri Jan 11 2008,7:00p,Chicago Bulls,100,Philadelphia 76ers,97,Box Score,,17046,
Fri Jan 11 2008,10:30p,Dallas Mavericks,90,Seattle SuperSonics,70,Box Score,,12522,
Sat Jan 12 2008,7:00p,Detroit Pistons,103,Charlotte Bobcats,100,Box Score,OT,19091,
Sat Jan 12 2008,10:30p,Dallas Mavericks,95,Los Angeles Clippers,94,Box Score,,16494,
Sat Jan 12 2008,9:00p,Milwaukee Bucks,114,Phoenix Suns,122,Box Score,,18422,
Sat Jan 12 2008,10:00p,Indiana Pacers,111,Sacramento Kings,105,Box Score,,14047,
Sat Jan 12 2008,8:30p,Minnesota Timberwolves,88,San Antonio Spurs,105,Box Score,,18797,
Sat Jan 12 2008,9:00p,Orlando Magic,115,Utah Jazz,119,Box Score,,19911,
Sat Jan 12 2008,7:30p,Boston Celtics,78,Washington Wizards,85,Box Score,,20173,
Sun Jan 13 2008,2:00p,Chicago Bulls,84,Atlanta Hawks,105,Box Score,,16065,
Sun Jan 13 2008,9:00p,Indiana Pacers,101,Golden State Warriors,106,Box Score,,19044,
Sun Jan 13 2008,2:30p,New Orleans Hornets,87,Houston Rockets,82,Box Score,,13599,
Sun Jan 13 2008,9:30p,Memphis Grizzlies,99,Los Angeles Lakers,100,Box Score,,18997,
Sun Jan 13 2008,7:00p,Detroit Pistons,65,New York Knicks,89,Box Score,,17620,
Sun Jan 13 2008,12:30p,Portland Trail Blazers,109,Toronto Raptors,116,Box Score,2OT,19800,
Mon Jan 14 2008,7:30p,Washington Wizards,88,Boston Celtics,83,Box Score,,18624,
Mon Jan 14 2008,7:00p,Denver Nuggets,116,Charlotte Bobcats,119,Box Score,,14543,
Mon Jan 14 2008,7:30p,Portland Trail Blazers,99,New Jersey Nets,73,Box Score,,14242,
Mon Jan 14 2008,10:00p,Dallas Mavericks,120,Sacramento Kings,122,Box Score,,14077,
Mon Jan 14 2008,8:30p,Philadelphia 76ers,82,San Antonio Spurs,89,Box Score,,17609,
Mon Jan 14 2008,10:00p,Los Angeles Lakers,123,Seattle SuperSonics,121,Box Score,OT,13452,
Mon Jan 14 2008,9:00p,Milwaukee Bucks,87,Utah Jazz,98,Box Score,,19911,
